Tweet,Label
liat trending #BesokSenin tbtb jd keinget msh ada absen sekolah bsk :)),1
"Besok Senin
#BesokSenin #dirumahaja #StayAtHomeAndStaySafe
Yang biasanya semangat sekolah buat ketemu do'i, pending dulu kawan. Bertukar kabar lewat VC an untuk sekarang di anjurkan, social dan physical distancing, mohon di jalankan. 

Sapa kawan))",1
"#BesokSenin 
Yang biasanya semangat sekolah buat ketemu do'i, pending dulu kawan. Bertukar kabar lewat VC an untuk sekarang di anjurkan, social dan physical distancing, mohon di jalankan. 

Sapa kawan))",1
#BesokSenin tp ga sekolah😭,-1
"Selamat malam, jangan lupa besok sekolah yaa 
#BesokSenin",1
"#BesokSenin
besok yang seharusnya
-Ujian Nasional
-Berangkat dengan penuh dagdigdug seerrr
-Berangkat dengan mencium tangan ortu lebih lama
-Kumpul bareng temen di sekolah
-Leher auto panjang tiba""
-Temen yang pinter auto budeg
 
tpi semua itu hanya halu gara"" si bangsat covid-19",-1
"Sudah ketemu belum mau melanjutkan ke sekolah mana ?
Cari sekolah yang dapat menyalurkan hobi kalian
#SiedooIndonesia, #BesokSenin , #Indonesia , #sekolah , #BelajarDiRumah",1
#BesokSenin Aku kangen direkam sama kepala sekolah.😢 https://t.co/IY0A6zD6XO,-1
@renataelpunjabi #besoksenin sekolah? mampus deh untung gue di perpanjang,-1
@Nolepparah_ #besoksenin ada yg sekolah? mampus deh kalo ada,-1
"#besoksenin
Pas masih sekolah selalu ngeluh. Eh pas udah libur hari senin paling ditunggu",-1
"Rindu upacara di sekolah,  tapi gue mah lebih suka upacara  di kantin sekolah :v 
#besoksenin",-1
"gue lebih baik stress mikirin tugas sekolah dari pada stress dirumah terus-terusan gak ada kerjaan. asw!

#besoksenin",-1
"Kangen sekolah anjing

 #BesokSenin https://t.co/2AZZFcodpR",-1
"Ceritanya mau tanya temen 
aku: (ngetik) Besok sekolah gak guys??
.
Trus gua baru inget kalo bsokk gak sekolah karna masih libur panjang
Bodohnya aku tuhann #BesokSenin https://t.co/3uEOjZWFyr",1
@sherylsxx Tibatiba kangen #BesokSenin sekolah,-1
"Gak berasa udh seminggu ngga sekolah akhirnya udh ketemu senin lagi #BesokSenin 

Cepet pergi dah lu Corona
Ganggu aja anjj",-1
"#BesokSenin mau gumpulin anak"" yag gk kagen masuk sekolah,    

 fixs cita"" nya jadi pegawas kebo,",-1
#BesokSenin tapi ga sekolah wekkk😋:-/,-1
"#BesokSenin aku rindu terlambat sekolah, dan aku yakin guru BP juga merindukan muka melasku ketika terlambat. https://t.co/AUIIZ2cC8h",-1
"Cipir deunting
Sekolah sing pinter aja mikir bunting. 
#BesokSenin https://t.co/tv9upDGlZC",1
#BesokSenin libur sekolah dirumah aja https://t.co/lLPXhroOqQ,1
"Hmm #BesokSenin udah nyiapin jadwal pelajaran sekolah?
Tbtb keinget masih libur grgr #Corona 
Gaje ih sumpah!!!",1
"#BesokSenin biasane semangat sekolah, saiki semangat mbentah-mbetahne lockdown and stay at home ☺",1
"Tiba” kangen sama mreka  temen” sekolah ku yg kadang bikin aku marah,sedih,kesel,gila🤪 tp aku tetep zheyenk kalian💘💘💘 
NOTE:gais tunggu lagi 10 hari lagi kita bakal ngumpul lagi
#BesokSenin https://t.co/cjVUZ9HGJF",1
Ada tranding #BesokSenin tenang sekolah masih libur,1
"#BesokSenin semangat Ujian Sekolah zheyengnya aku🖤
Hbis semua selese ditunggu agenda next trip🔥 https://t.co/Pqe7yobCgE",1
"#BesokSenin masih libur :( gua pe sekolah offline aja demi , gk enk sklh online gk ad penjalasan dari seorang guru , dan gk bisa hapalan bareng am temen :)",1
"#BesokSenin sekolah mulai hilang suaranya, pasar mulai hilang juga kerameannya :(",-1
Saatnya istirahat ingat #BesokSenin 😔😔😔 yang di suruh dirumah cuman anak sekolah sama anak kuliahan...pejuang rupiah tetep kerja,-1
"Jangan lupa #BesokSenin 
Yg lain libur sekolah... Gua pun masuk kuliah... Gak ada otak emang",-1
"Besok Senin,besok Senin. Bodo amat. Emang mau ngapain. Sekolah di liburin, tempat wisata di tutup, gak boleh pergi ketemu temen atau orang lain. Diem di rumah paling bener dah 😭. Rebahan sekarang bukan hal gak berguna lagi. Sekarang jadi hal yang sangat di butuhin.
#BesokSenin",1
"Sekarang udh di berlakukan pembatasan ke ruang publik selama 2 pekan,anak sekolah libur nih,lah buruh ttp kerja ? kind of envy...

 #BesokSenin #LockDownIndonesia",1
katanya #BesokSenin semua sekolah libur mungkin ngojek sepi ya tapi di bawa santuy aja,1
@mutiarahati_idn #BesokSenin  libur sekolah,1
"#BesokSenin  dan sekolah diliburkan,  jadi berasa masih weekend uwuuu uwuuuu",1
Pingin tau nih daerah mana yang besok sekolah nya dah libur gara gara Covid 19? #BesokSenin #sekolahlibur,1
"--- penjelasan libur nya sekolah selama 14 hari ---- 

#StayAtHome #DukungJokowiBasmiCorona #BesokSenin https://t.co/nD02hgEj4j",1
"#BesokSenin yg sekolah kuliah pada libur njir dan belajar via online , lah gua kurir nganter paket masa online",-1
"Nyata anak sekolah males Upacara
#BesokSenin",-1
"Pas denger anak sekolah pada di liburin gara gara corona, langsung terlintas rasa iri di hati ini gusti maafin :)) #BesokSenin",-1
"Bersyukur kalau sekolah lu ngga nerapin kelas online, berarti itu masih aman aja.. kalau libur berarti udah bahaya lurd.. 
Stay save and health everyone
#BesokSenin #COVIDー19",1
#BesokSenin LIBURRRR !! AKHIRNYA SEKOLAH GUEEE. KEAJAIBAN BANGETTT SEKOLAHAN GUE LIBUR YA TUHAN ㅠㅠ,1
Gatau kenapa kalo libur itu ga sekolah suka bingung #BesokSenin https://t.co/aokGXG37v7,-1
"perasaan anak rajin pas pengumuman sekolah libur “knp libur si mending sekolah dpt ilmu” “hrs rajin belajar dirumah nih” 

#bacotansantuy #RECEHKANTWITTER #bacotsantuy #aktif #BesokSenin #tiktok #cewek #corona #COVIDー19",1
"Ok sekolah diliburkan, sekolahnya libur, muritnya ya jalan2 kan mumpung hari libur. 
#BesokSenin #seninsemangat #bacotsantuy https://t.co/BPskKcFWtq",1
"#BesokSenin siswa se jabar diliburkan, UN, US diTunda, pembelajaran online. gara2 si #COVID19 Tapi guru dan karyawannya tetep harus ke sekolah, padahal dalam hati gak udh libur dong udh pgn cpet2 beres semua ujian2 disklh, klo diundur kerjaan makin numpuk 😩 https://t.co/hg2aRFAQiu",-1
"Sudah jelas bahwa ujina nasional (UN) dan ujian sekolah (US) telah ditunda,dan sekolah libur selama 2 minggu karena virus corona atau covid19,bukan nya diem di rumah takut kena virus corona inimah pengen liburan sih:(
#covid19 #BesokSenin",1
"Sekolah di liburkan.Libur tapi gak liburan kan bangsat-_-

#BesokSenin",1
Mimpi apa coba anak2 sekolah bisa libur panjang  wkwkw #BesokSenin,1
"#BesokSenin , yang SMA ga libur tetep semangatt ya , yuk sekolah , masih ada rentetan ujian yang harus diisi sih 😬 , enjoy ur dayy , don’t forget prepare buat bsk ya ❤️ https://t.co/Y3Wo6H65s4",1
"pengen banget lahir langsung kaya masuk surga gak usah sekolah gak harus kerja 

#sambat #bacotsantuy #rabusantuy #BesokSenin #halu #RECEHKANTWITTER #aktif #ArielTatum",1
"Jangan mengandalkan guru untuk mendidik anakmu, mereka sekolah tdk lbh dr 12 jam
perhatikan, awasi, dan komunikasi
Ajak anakmu agar lbh terbuka denganmu, jadilah org tua plus sahabatnya
Setiap org tua dititipkan anak yg berbeda2
Semangat
#PGRI #BesokSenin #PesanSambat #parenting",1
"#BesokSenin dan mulai libur sekolah, ena gaena sihh ya mau gimana lagee:(",1
"Jadi gini ka #BesokSenin ayoo pd bobo bsk sekolah,coolyah🤗 https://t.co/4U63k2Ct9r",1
"Cepet amat yoloh senin, besok sekolah mana upacara lagi
Jadi kangen es em a:(

#BesokSenin https://t.co/ehkhMLLnx3",-1
"Yaudah besok kerja bukan sekolah
#besoksenin https://t.co/r5U07H5myW",1
"Ingat yang sekolah dan kuliah. #mencontek itu perbuatan tercela dan dosa. Udah bohongin guru, curang lagi.
Karena banyak yg #mencontek tapi g mau berhenti. Jgn berteman sama yg suka mencontek. Ujian aja dikibulin, apalagi hal lain? Jgn kaget kalau dikhianati #BesokSenin",-1
"#BesokSenin yang sekolah semangat yang udah kerja jangan sambat yang lagi cidro jangan nekat. 

Tapi gantung diri gapapa",1
"Mending saiki koe ngoleki dasi ro topimu trus jadwal trus turu sesuk sekolah -bocil
#BesokSenin",1
"Gaenak banget kalau ada orang yang bikin kita tertarik di suatu tempat yang selalu kita datengin (kantor, kampus, sekolah, etc), bawaannya pengen tampil cantik aja terus. Heran sama diri. 
#BesokSenin",1
"#BesokSenin skip sekolah ah, perlu istirahat 2 hari, karna sabtu nya ga ada waktu buat tidur jadi diganti besok ajaaa 🌈😌",-1
"#BesokSenin
Duhh lupa ngerjain pr , lupa bawa buku pelajaran, lupa bayar uang kas kelas , lupa bawa topi upacara, lupa gimana cara nulis , 

Ehh iya , lupa klo gw dah ga sekolah 😭 https://t.co/ne0MSxmbIP",1
"Siap siap upacara yg sekolah
Siap siap untuk besok kerja
Karna #BesokSenin https://t.co/giexWPvrwc",1
"#BesokSenin 
jangan lupa seragam buat besok sekolah / kerja nya siapin yah (: 

btw, Selamat hari perempuan se-world💚  
#HappyWomensDay2020 https://t.co/SBZVyym4vW",1
"Yang sekolah semangat sekolahnya
Yang kuliah semangat kuliahnya
Yang kerja semangat kerjanya
Yang masih berharap dapetin dia
Semangat sob semangat jangan lupa sarapan biar kuat kalo ga sesuai harapan 

#BesokSenin",1
"jangan lupa besok sekolah bawa bekal,   kurangin makanan micin yang tau itu pasti menjernikan pikiran #BesokSenin https://t.co/RKPPmNJaz8",1
#BesokSenin bodo amat w udah g sekolah,-1
Jangan lupa  #BesokSenin tidur besok sekolah 😫 https://t.co/1MRhU9XgIu,1
#BesokSenin enaknya ngapain ya kuliah kagak sekolah juga udah tamat https://t.co/FIiIxNHFUr,1
"#BesokSenin yg lain masuk tapi gw libur sekolah
Padahal tgl 16 UN huft 😒 trus gw harus apa? Semangat belajar tapi malah libur #BesokSenin  belajar di rmh ga semangat #unbk #lulus #semagat",1
"#BesokSenin 
🧒: Maaaaaa? seragam ade kok belom di cuci, besok sekolah gimana?
👩‍🦰: Cuci sana abis itu gantung depan kipas, besok juga kering.
🧒: Iya ma 😑😑

🧒: Maaaaaa?
👩‍🦰: Apa lagi deeee?
🧒: Kaos kaki ade manaaaa?
👩‍🦰: Disepatu, cari pake mata buka pake mulut
🧒: Iya ma 😑",1
"#BesokSenin tetap lah sekolah,walaupun lo itu goblok...!!!",-1
"yeay besok senin,mau ngerasain lagi sensasi deg -deg an pas manjat tembok belakang sekolah pas jam istirahat #BesokSenin",1
"Besok mau sekolah 
Ujan dari siang Ampe sekarang ngak redup redup baju pada basa 
Aduu ngak sekolah aja
#BesokSenin #BreakingNews https://t.co/kXsGYLlrMA",1
"Masih ngantuk sebenarnya, ya gimanain? Sekarang sekolah ujian lagi, semangat moots semoga lancar ujian nya 🙏

#BesokSenin 
#SekarangSenin",1
kumpulan bokep sma https://t.co/MDobCvDAXz hot banget. smk dan kuliah ngewe di sekolah #BesokSenin varchester united #2YearsIntoHopeWorld #evemun De Gea #paptt #ElClasico Everton Nyekel Atalanta Maguire,1
"Masih belum tidur gw jam segini, mana besok pagi jadi penggerek bendera lagi, yg ada gw telat bsk masuk sekolah
Ga lucu kan gerbang dah tutup gw bru dtg dan upacara di pinggir jalan :((( resiko jd anak sma kelas 2 gini ni 

#BesokSenin",-1
"Buat adik"" ku yg lahir di tahun 
2003,2004,2005,2006,2007,2008
Gausah mikir macem"" dulu ya,yg penting lulus sekolah dulu aja cukup ko.
Urusan nanti mau lanjut ke universitas mana, mau kerja dimana, mau buka usaha apa. Nanti aja klo udah kena cacian orang disekitar :)

#BesokSenin",1
"Jadi inget kalo #BesokSenin 
Pas sekolah , setiap mau tdr selalu bilang *yaelah udh hari senin aja*
*Yaelah hari bala bgt*
*Yaelah pake segala upacara lagi*
*Yaelah pelajarannya gaenak bgt lagi*
Ujung2nyaa ...
Cabut aja kali ya besokkk😂😂😂",1
"Turu nganah ngesuk sekolah
#BesokSenin",-1
"#BesokSenin
Masih jaga pantai jadi gak sekolah 🤣 https://t.co/5Iiy6XI3uc",-1
"Yang besok kerja, SEMANGAT !
Yang besok Sekolah/Kuliah, SEMANGAT !
Yang besok mengharapkan dia kembali, SEMANGAT berkhayalnya 😁 #semangat #friendzone #BesokSenin",1
"#BesokSenin 
Jika tujuan sekolah untuk mencerdaskan, kenapa mereka hanya menerima murid yang pandai ?! #RecehkanTwitter #Worldmandum",1
"#BesokSenin jangan lupa sarapan sebelum berangkat sekolah,
Upacara + liat doi benerin topi pacarnya butuh tenaga
Sumpala, dak boong aku",1
"#BesokSenin 

Orang lain : Prepare buat sekolah/kerja besok, Lanjut Istirahat.
Aing : Prepare buat touring tipis"" otw jam 02.00, Kerja mulu kaya kaga stress iya :((",1
"Gosok baju gosok celana sekalian. Besok pagi biar gak tergesa-gesa pas mau sekolah. Oh iya, topi upacaranya dimasukin tas sekalian nggeh. Nanti di hukum bpk/ibu guru kalau lupa gak bawa :) #BesokSenin",1
"Anak Sekolah sudah pada sibuk mempersiapkan untuk ke sekolah, yang kerja udah sibuk ngatur jadwal, yang masih rebahan besok mo apa?  #BesokSenin",1
"#BesokSenin  
tapi aku belajar di rumah (bahasa sekolah)
Libur (bahasa murid)",1
"Selamat malam jangan lupa #BesokSenin yang mau sekolah di warkal tolong main aman yah, gunakan atribut warkal aja biar tetap aman",1
"inget pas lgi sekolah dulu malam senin  di chat temen vangsat ""bro besok gwa tunggu di tempat ps biasa ""
#BesokSenin",1
"#BesokSenin Yang lain pada mulai kerja/sekolah wa malah libur kerja :-D ,jadi klo mo maen gada temen:-(",1
"#BesokSenin
Yg kerja semangat kerja 💕
Yg sekolah semangat sekolah 💕
Yg kaum rebahan ya udah rebahan aja kaga usah ngapa2in 😌 https://t.co/DMxv2XYvHj",1
"Ia, besok senin, trus kenapa, semangat bekerja buat yang bekerja, semangat belajar buat yang masih sekolah dan kuliah, aku masih menikmati unemployee ku, 😀😀 #besoksenin #besoknyalagiselasa #semangatmenantiweekend",1
#BesokSenin Besok ujian sekolah tp main ehmm https://t.co/EUC2EUuBdc,1
"#BesokSenin 

Dan masih aja gang deket rumah banjir. Ya gk tinggi sih, palingan semata kakilah. Termasuk sekolah mas Narend 😒
Besok kayaknya masih blm surut. Terpaksa sedikit banjir2an deh.",1
"#BesokSenin ujian sekolah.
Butuh semangat dari siswi² SMA. https://t.co/Y4ZHnL6KAK",1
"#besoksenin ?
Tenang, sekolah ku libur buat 2 minggu kedepan
TERIMAKASI KAKAK KLS 12❣️

*mabar dulu yekan
#OnmyojiArena https://t.co/GoMQYfa4sq",1
"Yang lagi santai kudu nyoba dengerin music yang lagi ngetrend y satu ini. Akhiri pekan dengan damai, bagi yang besok bekerja, kuliah, atau sekolah kembali, keep spirit dan ingat!! #BesokSenin 

https://t.co/6M5yMw2dGH",1
"#BesokSenin besok jga ujian sekolah😊. Banggunnya subuh biar sempet nonton bola, semoga Real Madrid menang 😇 https://t.co/CNg4sYYvyb",1
"Dear senin tolonglah besuk kompromi dikit ama gua, gua masih mager ke sekolah
#BesokSenin",1
#BesokSenin gak kangen sekolah asli:),1
"Semangat sekolah,kuliah,kerja abang kakak #BesokSenin https://t.co/uZM4T6eg6J",1
"#BesokSenin

Jangan lupa besok UJIAN SEKOLAH.",1
"#BesokSenin #besokupacara
👨‍🏫apa yang harus kami lakukan?

~pura pura lupa jam masuk sekolah
~kempesin ban motor
~mendadak ilang ingatan
~tiba tiba lupa nama guru",-1
"#BesokSenin buat yang ngeluh besok senin, lu lemah bro kan bisa bolos sekolah apa susah nya si",-1
#BesokSenin + ujian akhir sekolah :))  moga aja otak bisa diajak kerja sama hehe,1
"Bagi yang masih sekolah ni,TIDUR TOLOL BESOK KALIAN MASUK SEKOLAH, UPACARA LAGI KALIAN KAN,MAMPUS KENA PANAS KALIAN 

#BesokSenin",-1
#BesokSenin harus bawa duit bnyk kalo engga ya gbkln bisa sekolah eh mksdnya ujian wkwk,1
Minta doa dan semangatnya dong. Mau Ujian Sekolah nih #BesokSenin,1
"#BesokSenin
Doain besok lancar2 aja USBN nya
Dan yang buat kelas 12 semangat yaaaa
Kita sekolah cuman tinggal sebulan lagi aja kok",1
"Dulumah semangat banget sekolah baru libur sehari aja udah kangen. Pengen ketemu temen-temen tapi, sekarang mah udah males ga punya temen yang ada fake fried semua :) #BesokSenin
#bacotansantuy",-1
"#BesokSenin Agenda sekolah gua utbks emang ada mapel agama sih , tapi kok yg terngiang ngiang diotak gua cuam feeling good ama feling bless :')
#terngiangtiktok #FeelingGood #toktik",1
"Mungkin sebenarnya kita tidak pernah kehilangan apa pun dalam hidup ini. Mungkin hanya ditukar dengan sesuatu yang jauh lebih indah..
Jangan lupa #BesokSenin  sekolah ya.. https://t.co/ciJpFGz2yX",1
"#BesokSenin sini mah santuy liatin orang"" pada berangkat sekolah kesiangan
awokwok...😂",1
"ingat besok udah senen di awal bulan and yang gajian jangan lupa bagi bagi sedekahin yang sekolah semangat terus jangan sampe lemah 

#BesokSenin https://t.co/y0lHotZna9",1
"Sekolah yg rajin gblk, inget dolar mulai naik terus kasian emak sama Abah yg nyariin kita buat biayain sekolah :) 

#BesokSenin",-1
Jaman sekolah kalau #besoksenin males banget karena banyak tugas sekarang mah kalau #besoksenin karena udah kerja jadi semangat ahay .... Kerja di tempat sendiri soalnya gak punya gaji tetap wxwx semangat para wirausahawatilovers https://t.co/i2x9Y1X29G,1
"halo guys #BesokSenin 

semangat ujian sekolah💫
wish me luck. wish you luck",1
Biasanya jaman sekolah #BesokSenin hari paling maless sedunia karna bangun pagi bgt buat upacara 😭😭 https://t.co/7cugf2eNSA,-1
"Si kakak loncat-loncat kejar-kejaran sama si adek. Aku hardik, ""Kakak sama adik nggak belajar?"" 
Kakak : ""Belajar itu di sekolah"" 
Ok baik Aku yg hampir seperempat abad kalah omongan sama anak TK Kecil. 
#BesokSenin",1
"#BesokSenin
Upacara ,ngumpet di belakang sekolah dong https://t.co/V5tLgmE4qC",-1
"#RecehkanTwitter
🤗🤗✌
#BesokSenin 
kaos kaki, dasi, topi, dan seperangkat alat sekolah siapin! https://t.co/v2o43SbNcc",1
"#BesokSenin 
Hari dimana aku malas semuanya termasuk malas sekolah, malas upacara, malas ketemu dia. Dahlah pengen rebahan aja ehehe😌",-1
#BesokSenin jangan lupa sekolah sayang-sayangku 😽❤️ https://t.co/Orz1TKC8Hj,1
Besok senin. Besok sekolah ya? Makasih hari raya GALUNGAN &amp; KUNINGAN sudah meliburkan umat sedharma 2minggu. Jan lupa besok sekolah #besoksekolah #besoksenin,1
#BesokSenin yes. Hujan lebat ada alesan untuk libur sekolah.,1
"@GaAdaloeGaRame #Besoksenin Semangat Buat yang kerja, Dan semangat juga buat yang sekolah",1
"Tetap semangat untuk yang besok sekolah, kuliah, kerja, atau yang masih cari kerja... 
Semangat SENIN itu jangan di awali dengan senyuman ya, tapi dengan sarapan 😋 #BesokSenin",1
"Selamat istirahat buat kamu 🤗 jangan lupa #BesokSenin yang kerja jangan sampai kesiangan karena mager, yang sekolah jangan lupa bawa topi sama pakai dasi nya, dan buat #kaumrebahan tetap semangat jalanin kehidupan 💪",1
"Giliran besok udh mau hari sekolah gini nih males nya ada aja yg ilang 😑
#BesokSenin",-1
"mau ngasih GA, Pls 100k bwt 2org.
cara :
Fol, Like &amp; RT, buka youtube dbwh, tonton &amp; cantumin akun twitter dkmen yutub
u/ 2 kmen t'gokil
dumumin 29-02-20
https://t.co/2jynR2wl0G

#seksibukankepalang
#HotmanParisDKI1
#PersijaDay
#FILTERCHALLENGE
#MUNWAT
#BesokSenin
#SEVENPARTY",1
"Orang lain besok masuk kantor masuk kampus masuk sekolah
Aku besok liburan😅
#BesokSenin",1
#BesokSenin janga lupa bangun pagi2 kan mau upacara bendera 😁 yaaa kalii jadi inget masa2 sekolah 🤣,1
"#BesokSenin ada simulasi unbk, ujian praktek, tugas mtk 400soal, bikin patung, h-15 ujian sekolah, h-36 unbk, h-57 utbk.
Waw mantap slurr😭👍 https://t.co/PYs1MH2kdu",1
"Semangat besok yang sekolah, kuliah , kerja 😍
Semangat juga kamu yang belum sekolah, belum kuliah , belum kerja semangat untuk terus menuntut ilmu dan semangat buat yang cari kerjaan. #BesokSenin #EXO @weareoneEXO https://t.co/xOJvIy0C4r",1
"#BesokSenin jangan sampe bikin #hamil anak orang pas pulang sekolah, apa lagi liat cewek #seksibukankepalang oya satu lagi #OleOut 😂 https://t.co/rkc1X76InI",1
"""hujan sampe pagi yaallah""
Harapan anak sekolah ketika #BesokSenin",1
"#BesokSenin
kaos kaki, dasi, topi, dan seperangkat alat sekolah 
siapin‼️ https://t.co/3rfEv5OQ9P",1
"#BesokSenin biasanya kalo masih sekolah jam segini jam jam males tidur karna keasikan seharian libur dan masih kurang bgt libur 1hri dan jam segini baru beres beresin buku/ngerjain tugas. Kangen masa sekolah jadinya, kangen upacara 🥺",-1
